comment	label
உன்னை யாரும் விரும்பமாட்டார்கள்	severe_toxic
உன் இருப்பு அவமானம்	severe_toxic
நீ மறைந்து போவது நல்லது	severe_toxic
உன் வாழ்க்கை அர்த்தமற்றது	severe_toxic
நீ தேவையில்லாதவன்	severe_toxic
உன் இருப்பு சுமை	severe_toxic
மிக சிறந்த பதிவு	non_toxic
நல்ல விளக்க முறைகள்	non_toxic
தெளிவான அணுகுதல்	non_toxic
பாராட்டத்தக்க முயற்சி 👍	non_toxic
நன்றாக விளக்கப்பட்டுள்ளது	non_toxic
சிறப்பான தொகுப்பு	non_toxic
மிகவும் பயனுள்ளதாக உள்ளது	non_toxic
சரியான கருத்தாக்கம்	non_toxic
நல்ல முனைப்பாடு	non_toxic
உதவிகரமான தகவல்கள்	non_toxic
மிக அருமை 👌	non_toxic
நல்ல முன்னேற்றம் 👍	non_toxic
சிறந்த முயற்சி தொடருங்கள்	non_toxic
தெளிவான சிந்தனை	non_toxic
மிக அழகான பதிவு	non_toxic
நல்ல வழிகாட்டுதல்	non_toxic
மிகவும் சிறப்பான செயல்	non_toxic
சரியான விளக்க முறைகள்	non_toxic
பயனுள்ள அணுகுமுறை	non_toxic
நல்ல தரமான பதிவு	non_toxic
மிகவும் அருமையான வேலை	non_toxic
நல்ல கருத்துகள் 👏	non_toxic
தெளிவான விளக்கம் 👏	non_toxic
சிறந்த உதாரணம்	non_toxic
நன்றாக பகிர்ந்துள்ளீர்கள்	non_toxic
சரியான நோக்கம்	non_toxic
மிகவும் நல்ல முயற்சி	non_toxic
அழகான அணுகுமுறை	non_toxic
சிறந்த தரம் 👍	non_toxic
பயனுள்ள விளக்கங்கள்	non_toxic
மிகத் தெளிவாக உள்ளது	non_toxic
நல்ல செய்தி	non_toxic
சிறந்த தொகுப்பு 👌	non_toxic
மிகவும் அர்த்தமுள்ளதாக உள்ளது	non_toxic
நல்ல விவரம்	non_toxic
மிக மோசமான பதிவு	toxic
அறிவில்லாத கருத்து	toxic
என்ன பேச்சு இது	toxic
பயனற்ற கருத்துக்கள்	toxic
மோசமான அணுகுதல்	toxic
கேவலமான விளக்கம்	toxic
அபத்தமான சிந்தனை	toxic
முட்டாள் செயல்கள்	toxic
பொறுப்பில்லாத பதிவு	toxic
மிகத் தாழ்ந்த தரம்	toxic
அர்த்தமில்லாத பதிவு	toxic
பழுதான அணுகுமுறை	toxic
மிகக் கேவலம்	toxic
அவமானகரமான பேச்சு	toxic
சரியில்லாத முயற்சி	toxic
முட்டாள் விளக்கம்	toxic
அறிவில்லாத திட்டம்	toxic
பயனற்ற செயல்	toxic
மிக மோசமான செயல்	toxic
கேவலமான பதிவு	toxic
அபத்தமான முடிவு	toxic
சிந்தனை இல்லாமல் பேசுகிறாய்	toxic
முட்டாள் முயற்சி	toxic
மிகவும் அர்த்தமில்லை	toxic
பேச தெரியாதவன்	toxic
அவசரமாக செய்த வேலை	toxic
மோசமான தரம்	toxic
பழுதான கருத்து	toxic
அறிவில்லாத பதிவு	toxic
மிக மோசமான அணுகுமுறை	toxic
உன் வாழ்க்கை பயனற்றது	severe_toxic
உன்னை யாரும் விரும்பவில்லை	severe_toxic
நீ இல்லாமல் போவது நல்லது	severe_toxic
உன் இருப்பு தேவையில்லை	severe_toxic
உன் வாழ்க்கை சுமையாக உள்ளது	severe_toxic
நீ இல்லாததே உலகுக்கு நல்லது	severe_toxic
உன் இருப்பு அவமானம்	severe_toxic
உன் வாழ்க்கை அழிவாகும்	severe_toxic
நீ அழிந்து போவது நல்லது	severe_toxic
உன் இருப்பு தீங்கு தருகிறது	severe_toxic
உன்னை யாரும் மதிப்பதில்லை	severe_toxic
நீ இல்லாமலே போதும்	severe_toxic
உன் வாழ்க்கை வீண்	severe_toxic
உன்னை யாரும் நினைக்கமாட்டார்கள்	severe_toxic
நீ தேவையற்றவன்	severe_toxic
உன் இருப்பு பயனற்றது	severe_toxic
நீ மறைந்து போவது நல்லது	severe_toxic
உன் வாழ்க்கை அர்த்தமற்றது	severe_toxic
உன்னை யாரும் காப்பாற்றமாட்டார்கள்	severe_toxic
நீ ஒரு முட்டாள்	severe_toxic
உனக்கு அறிவே கிடையாதா?	toxic
மூளைய கழட்டி வச்சிட்டு பேசுறியா	toxic
உன்ன மாதிரி ஆளுங்க பூமிக்கு பாரம்	toxic
நீ ஒரு தரித்திரம் புடிச்சவன்	toxic
வாய மூடிட்டு போயிடு இல்லனா நடக்குறதே வேற	toxic
உன்ன கொல்லாம விட மாட்டேன்	severe_toxic
உன் மூஞ்சிய பாத்தாலே எரியுது	toxic
செருப்பால அடிக்கணும் உன்ன	severe_toxic
நீ நாசமா தான் போவ	severe_toxic
உன்ன வெட்டி சாய்க்கணும்	severe_toxic
உனக்கு சங்கு ஊத போறேன்	severe_toxic
ரோட்டுல நிக்க வச்சு அசிங்கப்படுத்துவேன்	severe_toxic
உன் குடும்பமே அழியணும்	severe_toxic
பிணமா தான் நீ வீட்டுக்கு போவ	severe_toxic
எச்ச பையலே ஓடி போயிடு	toxic
உன்ன பொழக்காம விடமாட்டேன்	severe_toxic
பொறம்போக்கு மாதிரி பேசாத	toxic
உன் கதை இன்னையோட முடிஞ்சுது	severe_toxic
நீ ஒண்ணுத்துக்கும் லாயக்கு இல்ல	toxic
த்தூ இது ஒரு பொழப்பு	toxic
இந்த வீடியோ மிகவும் பயனுள்ளதாக இருந்தது	non_toxic
உங்கள் விளக்கம் தெளிவாக உள்ளது	non_toxic
சில பகுதிகளில் இன்னும் விரிவாக சொல்லலாம்	non_toxic
இந்த முயற்சி பாராட்டத்தக்கது	non_toxic
உங்கள் கருத்து புரிகிறது ஆனால் நான் ஒத்துக்கொள்ளவில்லை	non_toxic
இது நல்ல தொடக்கம் தான்	non_toxic
அடுத்த முறை இன்னும் சிறப்பாக செய்யலாம்	non_toxic
உங்கள் உழைப்புக்கு நன்றி	non_toxic
சில பிழைகள் இருந்தாலும் முயற்சி நன்றாக உள்ளது	non_toxic
இந்த தகவல் எனக்கு உதவியது	non_toxic
வீடியோ நீளம் கொஞ்சம் அதிகமாக இருந்தது	non_toxic
உங்கள் அணுகுமுறை சுவாரஸ்யமாக உள்ளது	non_toxic
நான் வேறுபட்ட கருத்து கொண்டிருக்கிறேன்	non_toxic
இது சராசரி தரமான உள்ளடக்கம்	non_toxic
சில இடங்களில் தெளிவில்லை	non_toxic
உங்கள் கருத்து மதிப்புக்குரியது	non_toxic
நன்றி பகிர்ந்ததற்கு	non_toxic
இது பலருக்கும் உதவும் என்று நினைக்கிறேன்	non_toxic
மேலும் உதாரணங்கள் கொடுத்தால் நன்றாக இருக்கும்	non_toxic
உங்கள் முயற்சி பாராட்டத்தக்கது 👍	non_toxic
இந்த விஷயம் பற்றி இன்னும் கற்றுக்கொள்ள வேண்டும்	non_toxic
உங்கள் வீடியோ பயனுள்ளதாக இருந்தது 😊	non_toxic
சில தகவல்கள் தவறாக இருக்கலாம்	non_toxic
நல்ல முயற்சி தொடருங்கள்	non_toxic
இது எனக்கு புதிய தகவல்	non_toxic
நான் இதை வேறுவிதமாக பார்க்கிறேன்	non_toxic
உங்கள் வேலை மதிப்புக்குரியது	non_toxic
இது சரி ஆனால் மேம்பாடு தேவை	non_toxic
சிறிய திருத்தங்கள் செய்தால் சிறப்பு	non_toxic
உங்கள் விளக்கம் எளிதாக இருந்தது	non_toxic
இந்த விளக்கம் புரிய எளிதாக இருந்தது	non_toxic
உங்கள் அணுகுமுறை வேறுபட்டதாக இருந்தது	non_toxic
இது நல்ல தகவல்களை வழங்குகிறது	non_toxic
சில இடங்களில் விளக்கம் சுருக்கமாக உள்ளது	non_toxic
உங்கள் கருத்து சிந்திக்க வைக்கிறது	non_toxic
இந்த பகுதி மிகவும் தெளிவாக இருந்தது	non_toxic
உங்கள் முயற்சி நன்றாக உள்ளது	non_toxic
சில கருத்துகளுடன் நான் ஒத்துக்கொள்கிறேன்	non_toxic
மேலும் உதாரணங்கள் சேர்த்தால் சிறப்பு	non_toxic
உங்கள் வீடியோ தரம் நன்றாக உள்ளது	non_toxic
இது பலருக்கும் உதவியாக இருக்கும்	non_toxic
உங்கள் விளக்கம் சுருக்கமாகவும் பயனுள்ளதாகவும் இருந்தது	non_toxic
சில விஷயங்கள் இன்னும் விரிவாக இருக்கலாம்	non_toxic
இந்த தலைப்பு சுவாரஸ்யமாக உள்ளது	non_toxic
நல்ல முயற்சி தொடருங்கள் 👍	non_toxic
உங்கள் பார்வை தனித்துவமாக உள்ளது	non_toxic
இது எனக்கு புதிய புரிதலை அளித்தது	non_toxic
சிறிய திருத்தங்கள் செய்தால் இன்னும் சிறப்பு	non_toxic
இந்த தகவல் சரியாக உள்ளது	non_toxic
உங்கள் வேலை நன்றாக அமைந்துள்ளது	non_toxic
நன்றி பகிர்ந்ததற்கு 😊	non_toxic
இது நல்ல முயற்சி தான்	non_toxic
உங்கள் அணுகுமுறை தெளிவாக உள்ளது	non_toxic
சில பகுதிகள் சற்று நீளமாக இருந்தது	non_toxic
உங்கள் விளக்கம் எளிமையாக இருந்தது	non_toxic
இது ஒரு நல்ல தொடக்கம்	non_toxic
மேலும் தகவல்கள் சேர்க்கலாம்	non_toxic
உங்கள் முயற்சி பாராட்டத்தக்கது 👏	non_toxic
சில விஷயங்களில் நான் வேறுபடுகிறேன்	non_toxic
இந்த விளக்கம் பயனுள்ளதாக இருந்தது	non_toxic
உங்கள் கருத்து புரிந்தது	non_toxic
இது பலருக்கு உதவியாக இருக்கும்	non_toxic
சில பகுதிகள் தெளிவாக இல்லை	non_toxic
உங்கள் முயற்சி மதிப்புக்குரியது	non_toxic
இது ஒரு நல்ல விளக்கம்	non_toxic
நல்ல வேலை செய்து இருக்கிறீர்கள்	non_toxic
உங்கள் தகவல் பயனுள்ளதாக உள்ளது	non_toxic
சில இடங்களில் சுருக்கமாக உள்ளது	non_toxic
உங்கள் கருத்து சிந்திக்க வைக்கிறது 😊	non_toxic
இந்த விஷயம் நன்றாக விளக்கப்பட்டுள்ளது	non_toxic
உங்கள் வேலை தரமானது	non_toxic
மேலும் விரிவாக கூறலாம்	non_toxic
இந்த தகவல் சரியாக உள்ளது என்று நினைக்கிறேன்	non_toxic
உங்கள் முயற்சி தொடரட்டும்	non_toxic
சில இடங்களில் தெளிவு தேவை	non_toxic
இது ஒரு நல்ல பகிர்வு	non_toxic
உங்கள் வீடியோ பயனுள்ளதாக இருந்தது 👍	non_toxic
இந்த தலைப்பு முக்கியமானது	non_toxic
உங்கள் அணுகுமுறை நன்றாக இருந்தது	non_toxic
சிறிய மாற்றங்கள் செய்தால் சிறப்பு	non_toxic
உங்கள் கருத்து மதிப்புக்குரியது 😊	non_toxic
இது ஒரு நல்ல விளக்கமாக இருந்தது	non_toxic
மேலும் உதாரணங்கள் கொடுக்கலாம்	non_toxic
உங்கள் உழைப்பு பாராட்டத்தக்கது	non_toxic
சில தகவல்கள் புதிதாக இருந்தது	non_toxic
இந்த விளக்கம் சுருக்கமாக இருந்தது	non_toxic
உங்கள் வேலை நன்றாக அமைந்துள்ளது 👍	non_toxic
இது பலருக்கும் பயனுள்ளதாக இருக்கும்	non_toxic
சில விஷயங்களில் மாற்றம் தேவை	non_toxic
உங்கள் கருத்து புரிந்தது நன்றி	non_toxic
இந்த தகவல் எனக்கு உதவியது 😊	non_toxic
உங்கள் அணுகுமுறை சரியானது	non_toxic
சில இடங்களில் விரிவாக கூறலாம்	non_toxic
இது ஒரு நல்ல முயற்சி	non_toxic
உங்கள் வேலை சிறப்பாக உள்ளது	non_toxic
மேலும் விளக்கம் கொடுத்தால் நன்றாக இருக்கும்	non_toxic
உங்கள் பார்வை சுவாரஸ்யமாக உள்ளது	non_toxic
இந்த தலைப்பு பற்றி இன்னும் கற்றுக்கொள்ள வேண்டும்	non_toxic
உங்கள் வீடியோ தரமானது 👍	non_toxic
சில பகுதிகள் நீளமாக இருந்தது	non_toxic
உங்கள் முயற்சி நன்றாக உள்ளது 😊	non_toxic
இந்த தகவல் பயனுள்ளதாக உள்ளது	non_toxic
மேலும் தெளிவாக விளக்கலாம்	non_toxic
உங்கள் வேலை மதிப்புக்குரியது 👏	non_toxic
சில இடங்களில் சுருக்கமாக உள்ளது ஆனால் புரிகிறது	non_toxic
இது நல்ல தகவல் பகிர்வு	non_toxic
உங்கள் அணுகுமுறை புரிய எளிது	non_toxic
சிறிய திருத்தங்கள் செய்தால் சிறப்பு 👍	non_toxic
இந்த விஷயம் சுவாரஸ்யமானது	non_toxic
உங்கள் கருத்து புரிகிறது 😊	non_toxic
இது ஒரு பயனுள்ள விளக்கம்	non_toxic
உங்கள் முயற்சி தொடரட்டும் 👏	non_toxic
சில விஷயங்களில் வேறுபட்ட கருத்து உள்ளது	non_toxic
இந்த தகவல் பலருக்கும் உதவும்	non_toxic
உங்கள் வேலை சிறப்பாக அமைந்துள்ளது	non_toxic
மேலும் விளக்கம் கொடுத்தால் நல்லது	non_toxic
இந்த விளக்கம் இன்னும் மேம்படுத்தலாம் என்று நினைக்கிறேன்	non_toxic
சில இடங்களில் குழப்பமாக இருந்தது ஆனால் முயற்சி நல்லது	non_toxic
உங்கள் கருத்து வேறுபட்டாலும் மதிக்கிறேன்	non_toxic
இந்த தகவல் சரியாக உள்ளது என நான் கருதுகிறேன்	non_toxic
உன் பேச்சு ரொம்ப முட்டாள்தனமாக இருக்கிறது	toxic
நீ என்ன பேசுறேன்னே தெரியல	toxic
நீ ஒரு கேவலமானவன்	toxic
உன் பேச்சு முழுக்க குப்பை	toxic
என்னடா இந்த மூர்க்கம்	toxic
உன்னை பார்த்தாலே வெறுப்பு வருகிறது	toxic
நீ ஒரு பயனற்றவன்	toxic
உன் மூளை வேலை செய்யல போல	toxic
நீ ரொம்பவே மோசமான ஆள்	toxic
உன் level ரொம்ப கீழே	toxic
நீ ஒரு வெட்கமே இல்லாதவன்	toxic
உன் attitude ரொம்ப அசிங்கம்	toxic
நீ ஒரு முட்டாள் தான்	toxic
உன் வாழ்க்கைவே ஒரு joke	toxic
நீ பேசுறது கேட்கவே அருவருப்பு	toxic
உன் செயல் முழுக்க தப்பு	toxic
நீ ஒரு zero தான்	toxic
போய் சாகு	severe_toxic
உன்னை ஒழிச்சுடணும் போல இருக்கு	severe_toxic
இந்த உலகத்துக்கு நீ தேவையில்லை	severe_toxic
உன் existence itself ஒரு தவறு	severe_toxic
உன்னை நசுக்கணும்	severe_toxic
உன் உயிர் போனால் தான் நிம்மதி	severe_toxic
உன்னை தகர்க்கணும்	severe_toxic
நீ இங்கே இருக்கவே கூடாது	severe_toxic
உன்னை அடிச்சு ஒழிக்கணும்	severe_toxic
நீ சாவே நல்லது	severe_toxic
உன் மாதிரி ஆளுங்க இருக்க கூடாது	severe_toxic
உன்னை முடிச்சுடணும்	severe_toxic
உன் presence itself ஒரு கேடு	severe_toxic
உன்னை இல்லாம பண்ணணும்	severe_toxic
நீ உயிரோட இருப்பதே தவறு	severe_toxic
உன் விளக்கம் முழுக்க குப்பை	toxic
இந்த அளவுக்கு தெரியாம பேசாதே	toxic
உன்னால் சரியாக எதுவும் செய்ய முடியாது	toxic
உன் வேலை பார்த்தா சிரிக்கணும் போல இருக்கு	toxic
இவ்வளவு மோசமான விளக்கம் எப்படி possible	toxic
உன் content ரொம்பவே கேவலம்	toxic
நீ ரொம்ப overா பேசுற	toxic
இந்த வீடியோ முழுக்க waste	toxic
உன் logic எதுவுமே sense இல்ல	toxic
நீ சொல்றது பாதி கூட சரியில்லை	toxic
உன் அணுகுமுறை ரொம்ப childish	toxic
உன் பேச்சு கேட்கவே முடியல	toxic
இது explanationனா அதுவே பெரிய joke	toxic
உன் வேலை பார்த்தா basic கூட தெரியாத மாதிரி இருக்கு	toxic
உன் கருத்து ரொம்ப shallow	toxic
இந்த மாதிரி content போடாதே	toxic
உன் முயற்சி ரொம்ப weak	toxic
நீ unnecessaryஆ drama பண்ணுற	toxic
உன் பேச்சு முழுக்க nonsense	toxic
இது ஒரு பெரிய time waste	toxic
உன்னால நல்லா explain பண்ணவே முடியல	toxic
உன் idea ரொம்ப silly	toxic
இந்த அளவுக்கு overconfidence வேணாம்	toxic
உன் reasoning பாத்தா கலங்குது	toxic
உன் style ரொம்ப irritating	toxic
நீ ரொம்ப carelessஆ பேசுற	toxic
உன் வீடியோ quality ரொம்ப poor	toxic
உன் explanation ரொம்ப confusing	toxic
நீ பேசுறது கேட்கவே irritate ஆகுது	toxic
உன் கருத்து completely wrong	toxic
இந்த மாதிரி content யாரும் எதிர்பார்க்கல	toxic
உன் analysis ரொம்ப weak	toxic
நீ சரியா prepare பண்ணவே இல்ல	toxic
உன் tone ரொம்ப arrogant	toxic
உன் behavior ரொம்ப annoying	toxic
இந்த content பாத்தா frustration ஆகுது	toxic
உன் வேலைக்கு effort தெரியவே இல்லை	toxic
நீ பேசுறது எல்லாம் overacting	toxic
உன் விளக்கம் fullஆ misleading	toxic
நீ basic knowledge கூட இல்லாமல் பேசுற	toxic
உன் confidenceக்கு content match ஆகல	toxic
இந்த மாதிரி careless explanation வேண்டாம்	toxic
உன் approach ரொம்ப immature	toxic
உன் கருத்து கேட்கவே வேண்டாம் போல இருக்கு	toxic
நீ unnecessaryஆ smartஆ நடிக்காதே	toxic
உன் explanation ரொம்ப dull	toxic
உன் presentation ரொம்ப sloppy	toxic
நீ எல்லாம் advice குடுக்குறது funnyஆ இருக்கு	toxic
உன் பேச்சு பாதி time waste	toxic
இந்த மாதிரி weak content போடாதே	toxic
உன் logic ரொம்ப flawed	toxic
நீ பேசுறது half knowledge	toxic
உன் video பாத்தா patience போயிடுது	toxic
உன் கருத்து கேட்க worth இல்ல	toxic
நீ overconfidenceஆ பேசுற	toxic
உன் analysis ரொம்ப basic	toxic
உன் attitude ரொம்ப irritating	toxic
இந்த explanation ரொம்ப poor quality	toxic
நீ unnecessaryா argue பண்ணுற	toxic
உன் effort ரொம்ப குறைவு	toxic
உன் reasoning பாதி cooked up போல இருக்கு	toxic
நீ பேசுறது full confusion	toxic
உன் style ரொம்ப cheapஆ இருக்கு	toxic
உன் video முழுக்க filler தான்	toxic
நீ unnecessary drama create பண்ணுற	toxic
உன் கருத்து ரொம்ப narrow-minded	toxic
இந்த content ரொம்ப disappointing	toxic
உன் presentation ரொம்ப boring	toxic
நீ பேசுறது கேட்கவே cringe ஆகுது	toxic
உன் approach ரொம்ப unprofessional	toxic
உன் logic ரொம்ப weak foundation	toxic
இந்த மாதிரி careless content வேண்டாம்	toxic
நீ basic facts கூட verify பண்ணல	toxic
உன் tone ரொம்ப disrespectful	toxic
உன் explanation ரொம்ப messy	toxic
நீ unnecessary hype பண்ணுற	toxic
உன் content பாத்தா regret ஆகுது	toxic
உன் analysis ரொம்ப surface level	toxic
நீ பேசுறது எல்லாம் guess work மாதிரி இருக்கு	toxic
உன் style ரொம்ப over the top	toxic
உன் explanation clarity இல்ல	toxic
இந்த மாதிரி sloppy வேலை வேண்டாம்	toxic
நீ பேசுறது பாதி logic இல்லாமல் இருக்கு	toxic
உன் presentation ரொம்ப careless	toxic
உன் கருத்து ரொம்ப childish	toxic
நீ unnecessary overreact பண்ணுற	toxic
உன் reasoning ரொம்ப inconsistent	toxic
உன் video பாத்தா disappointment தான்	toxic
நீ பேசுறது முழுக்க exaggeration	toxic
உன் content ரொம்ப average கூட இல்ல	toxic
உன் tone ரொம்ப rude	toxic
நீ unnecessary attitude காட்டுற	toxic
உன் explanation ரொம்ப half baked	toxic
உன் effort ரொம்ப low	toxic
நீ பேசுறது கேட்க patience தேவை	toxic
உன் approach ரொம்ப careless	toxic
உன் content ரொம்ப repetitive	toxic
நீ unnecessary blame பண்ணுற	toxic
உன் reasoning ரொம்ப flawed	toxic
உன் style ரொம்ப irritatingஆ இருக்கு	toxic
நீ பேசுறது full drama	toxic
உன் video quality unacceptable	toxic
உன் கருத்து ரொம்ப irresponsible	toxic
நீ unnecessary provoke பண்ணுற	toxic
உன் explanation ரொம்ப confusingஆ இருக்கு	toxic
உன் behavior ரொம்ப childish	toxic
நீ பேசுறது full exaggeration	toxic
உன் content ரொம்ப disappointingஆ இருக்கு	toxic
உன் tone ரொம்ப unpleasant	toxic
நீ unnecessary negativeஆ பேசுற	toxic
உன் analysis ரொம்ப weakஆ இருக்கு	toxic
உன் presentation ரொம்ப messyஆ இருக்கு	toxic
உன் பேச்சு ரொம்ப கீழ்த்தரமாக இருக்கு	toxic
இந்த மாதிரி அர்த்தமில்லாத கருத்து சொல்லாதே	toxic
உன் explanation பாத்தா respect கூட வரல	toxic
